Collision data related to video #7 (nbody_set7.mp4, produced by nbody.py)

column 1: collision ID
column 2: video frame (representing the time; min = 0, max = 2000)
column 3 and 4: IDs of body invloved (N = 1000 bodies, labeled 0, ..., N-1)
column 5 and 7: cluster colors of the two bodies (orange if not the first collision)
column 7: masses of the two bodies
column 8: distance between impact and centroid of star system

Note: the full data set (87 MB compressed) is available at https://mltblog.com/3tsBdst.

1	5	397	634	magenta	magenta	3.11702102	1.1845601	2.9105269071615276
2	6	144	166	green	green	0.83644644	2.67591291	3.4398174386054015
3	7	119	206	green	green	13.00339419	1.92601247	3.448012088127323
4	7	276	280	green	green	6.39700382	1.14846363	4.13106993141927
5	8	9	250	green	green	6.93689956	11.62957105	3.826631253432127
6	8	205	236	green	green	0.00348822	1.20685369	4.329222205306354
7	9	25	49	green	green	0.36014986	5.66906177	3.925516646950295
8	9	196	273	green	green	3.16651417	1.4638106	3.494452038929306
9	9	441	509	magenta	magenta	2.49003964	2.90395424	3.9776839013193896
10	9	784	937	blue	blue	1.37727913	1.50719368	2.478082760675887
11	10	144	294	orange	green	3.51235935	3.87349285	3.4629102875185236
12	11	126	192	green	green	3.28038492	0.3118285	3.6212874609441794
13	11	217	295	green	green	1.39733208	1.85547903	3.7503020181202666
14	11	242	257	green	green	5.15904227	0.07881016	3.6338466675062575
15	11	276	317	orange	green	7.54546745	0.97896129	3.6347953346067596
16	11	889	986	blue	blue	5.3959663	2.38933246	2.464742350935051
17	12	75	121	green	green	0.21729057	0.27285471	3.6304083086463717
18	12	110	315	green	green	0.28055168	0.33197759	3.496088560465862
19	12	125	292	green	green	0.80035115	0.23307179	3.5092349008445636
20	12	136	188	green	green	5.17992672	2.44890663	3.7271419044179774
21	12	215	285	green	green	0.73827564	1.24849204	3.6614791094967596
22	12	241	316	green	green	2.75900164	0.15425914	3.612940505422215
23	12	347	582	magenta	magenta	2.19302403	1.69421167	3.9204108312662207
24	12	784	840	orange	blue	2.8844728	3.4026549	2.4761772263718362
25	13	73	299	green	green	4.11671182	4.31493718	3.5100499877615086
26	13	144	287	orange	green	7.3858522	9.10913258	3.775490437607255
27	13	196	198	orange	green	4.63032476	1.6495206	3.7599639345526144
28	13	441	521	orange	magenta	5.39399388	7.43401979	3.625528189130908
29	13	449	523	magenta	magenta	6.49339677	0.37712606	3.8669983197756856
30	14	34	213	green	green	0.92639709	3.71119776	3.6962382224253947
31	14	59	86	green	green	0.77544414	2.16529048	3.6246549343552807
32	14	81	153	green	green	5.6443617	4.80635759	4.137759627311415
33	14	106	165	green	green	1.1755674	3.89439414	3.7434408964385324
34	14	503	583	magenta	magenta	1.49395705	1.3176531	3.098947013628321
35	14	786	903	blue	blue	0.25816999	8.69202392	2.3347258420879746
36	15	51	178	green	green	1.72483794	0.05636617	3.696506366828636
37	15	67	82	green	green	1.79998546	0.08843598	3.4985961087306743
38	15	78	325	green	green	4.80428784	0.29950161	3.3418973226835993
39	15	334	499	magenta	magenta	7.11432184	1.20553837	3.669187786029663
40	15	334	624	orange	magenta	8.31986021	0.88832802	3.669187786029663
41	15	334	631	orange	magenta	9.20818823	0.07534629	3.669187786029663
42	15	360	565	magenta	magenta	1.4765638	6.020622	3.7874384366217644
43	15	420	487	magenta	magenta	0.48427	3.99068736	3.0681128313242954
44	15	490	553	magenta	magenta	4.60894867	0.23680575	3.808505447192616
45	15	684	768	blue	blue	6.52972008	4.61287253	2.262616500190205
46	16	17	64	green	green	0.70337205	4.64143616	3.5991014594110085
47	16	209	274	green	green	0.34480603	5.32348599	3.5211257059688053
48	16	372	395	magenta	magenta	3.1407485	2.39347239	3.6392899711465505
49	16	632	651	magenta	magenta	0.36960848	5.09939866	3.704978175850124
50	16	673	773	blue	blue	1.75087586	2.22289465	1.981758513312796
51	16	709	811	blue	blue	1.92272919	2.37204924	2.1072378327121015
52	16	821	847	blue	blue	1.04928649	1.05944056	2.105389503517467
53	17	22	148	green	green	1.70901756	5.05262293	3.4162875145411005
54	17	363	608	magenta	magenta	1.19924145	1.68936382	3.567843379386456
55	17	463	586	magenta	magenta	2.8194173	2.31876558	3.592298859891128
56	17	597	626	magenta	magenta	0.47188656	2.95605079	3.5220572296881194
57	17	620	664	magenta	magenta	3.56716109	0.63654984	3.655559600208619
58	17	678	858	blue	blue	0.90913939	2.97286973	2.160407769843423
59	17	687	895	blue	blue	0.11967083	0.32283746	2.2787479574270124
60	17	700	866	blue	blue	3.80837287	3.75544637	2.149423617678551
61	17	707	998	blue	blue	2.23972093	0.61692763	2.304562497398863
62	17	709	736	orange	blue	4.29477844	0.02596547	1.9887180726410594
63	17	836	873	blue	blue	1.16611718	1.53942868	2.0543062480328893
64	17	843	938	blue	blue	0.39723909	4.70970304	2.3733357192569327
65	17	899	952	blue	blue	2.3548571	0.80236063	2.0731534463332224
66	18	371	653	magenta	magenta	0.56804009	0.2721471	3.6770995680702674
67	18	394	648	magenta	magenta	1.08651729	1.30582612	3.611091776278907
68	18	504	663	magenta	magenta	0.30574751	1.27666552	3.7666284960249876
69	18	677	807	blue	blue	3.28233807	1.67578041	2.2243310218894856
70	18	683	889	blue	orange	1.78309497	7.78529876	2.151568447659452
71	18	703	851	blue	blue	0.50618275	1.11645475	2.152956857241851
72	18	738	796	blue	blue	3.01204386	0.86933639	2.16305809517225
73	18	797	916	blue	blue	1.06196768	1.98197735	2.032420337238833
74	18	802	950	blue	blue	2.5402885	0.12099965	2.112648805998143
75	19	2	229	green	green	1.37059752	0.7222974	3.264270224922251
76	19	348	433	magenta	magenta	1.24963321	0.44419741	3.44087805975563
77	19	419	495	magenta	magenta	0.78126694	0.01362858	3.8309856452849487
78	19	482	568	magenta	magenta	1.29657436	5.61426318	3.5290183514791598
79	19	504	513	orange	magenta	1.58241302	8.95616673	3.492213024500387
80	19	671	798	blue	blue	1.14882559	0.02757396	1.803853046515903
81	19	684	968	orange	blue	11.14259261	0.9281371	2.1241401695779842
82	19	691	856	blue	blue	0.45394677	5.93358952	2.133788978209873
83	19	727	917	blue	blue	0.91879128	1.39539088	2.168995025446089
84	19	761	881	blue	blue	0.02173935	2.27859379	2.1181150995157303
85	20	9	143	orange	green	18.56647061	0.03518802	3.364645885732124
86	20	41	172	green	green	0.17277583	1.96059172	3.291740174306383
87	20	46	105	green	green	2.25028634	4.05922236	3.225718972340712
88	20	163	313	green	green	2.16259696	0.04234281	2.9032174776200614
89	20	379	404	magenta	magenta	0.2757543	1.16324051	3.4298837635981116
90	20	705	990	blue	blue	1.49373784	1.08006104	2.1811877387331084
91	20	783	976	blue	blue	2.49018466	1.60717951	2.2568734203112273
92	20	789	963	blue	blue	0.42975839	0.23481884	1.9354978897950381
93	20	797	827	orange	blue	3.04394503	0.22769695	2.234840470017444
94	20	882	974	blue	blue	0.19201085	0.90754118	2.1249322679249554
95	21	370	374	magenta	magenta	0.0404143	1.03593575	3.494427671372768
96	21	447	470	magenta	magenta	2.48727502	2.95481435	3.601970145485692
97	21	472	650	magenta	magenta	1.32978947	0.58559647	2.465242917008966
98	21	676	792	blue	blue	1.48918336	2.66173899	1.8739580177366684
99	21	688	865	blue	blue	1.88220802	7.83943947	2.182977173914739
100	21	688	935	orange	blue	9.7216475	0.96441571	2.182977173914739
101	21	696	831	blue	blue	2.7280654	1.80505157	2.1531782963293296
102	21	743	846	blue	blue	0.35621393	4.22409895	2.2372745736956294
103	21	751	800	blue	blue	5.73862089	0.7247819	2.104543640200126
104	22	9	197	orange	green	18.60165863	2.89254861	3.2118350417633086
105	22	700	878	orange	blue	7.56381924	4.66824166	2.0507832604126874
106	22	716	885	blue	blue	1.90234831	3.51986926	2.011116834426063
107	22	909	985	blue	blue	2.26322917	2.20988835	2.0503275653254196
108	23	44	241	green	orange	3.47716583	2.91326077	3.164215759741355
109	23	424	588	magenta	magenta	1.29509503	2.04413392	3.145532502452722
110	23	692	695	blue	blue	2.48945109	0.33285111	2.0711937769395896
111	23	715	892	blue	blue	1.49558404	0.90159135	1.925997861548703
112	24	693	747	blue	blue	1.04145965	2.16387388	1.7178014705497688
113	25	9	78	orange	orange	21.49420725	5.10378946	2.961577440017698
114	25	684	891	orange	blue	12.07072971	9.93680929	1.9240669056614585
115	25	694	826	blue	blue	0.76048901	0.34641662	1.935186248322447
116	25	694	860	orange	blue	1.10690564	3.19954575	1.935186248322447
117	25	712	923	blue	blue	0.59014809	0.28837936	2.1210767492266713
118	25	793	918	blue	blue	3.77762316	0.84081623	1.7081227377976678
119	25	820	874	blue	blue	1.54280493	1.28368317	1.9880007895583551
120	26	9	102	orange	green	26.5979967	3.01484345	2.9058734908950066
121	26	9	301	orange	green	29.61284016	4.6705244	2.9058734908950066
122	26	709	786	orange	orange	4.32074391	8.95019391	2.058969309821918
123	26	728	965	blue	blue	1.88382788	1.26519404	1.6633794565182347
124	27	47	242	green	orange	4.78005596	5.23785243	2.8378119959710966
125	27	211	311	green	green	5.88521984	0.90308937	3.4895601074483187
126	27	501	543	magenta	magenta	1.12400486	2.28016417	2.949749250798949
127	27	501	659	orange	magenta	3.40416904	3.06603163	2.949749250798949
128	27	519	544	magenta	magenta	1.84029433	1.7635721	3.0988903592867083
129	27	704	781	blue	blue	0.12000591	0.97013388	1.842631810271517
130	27	769	921	blue	blue	0.99887576	1.51127107	1.683574179614721
131	27	779	934	blue	blue	1.86004705	0.27494755	1.8266704615964175
132	28	2	123	orange	green	2.09289491	0.02185999	2.854381845566788
133	28	353	614	magenta	magenta	0.72815119	0.19738512	3.082588024629729
134	28	370	639	orange	magenta	1.07635005	4.16819466	1.946960725662848
135	28	700	973	orange	blue	12.2320609	0.07283386	1.7821569719042418
136	28	712	833	orange	blue	0.87852744	3.46597956	1.7375432551045635
137	28	714	758	blue	blue	0.800107	0.76773217	1.799640366548886
138	29	25	119	orange	orange	6.02921164	14.92940666	2.7801205744114803
139	29	482	537	orange	magenta	6.91083754	0.3532849	3.081992188525338
140	30	22	93	orange	green	6.76164049	1.07636839	2.115586052433869
141	30	34	331	orange	green	4.63759485	9.75220202	2.94338119986349
142	30	349	606	magenta	magenta	0.58871993	1.37420922	2.692800418944073
143	30	742	829	blue	blue	0.95788941	0.60313296	1.6617204017784875
144	30	794	863	blue	blue	0.73003896	3.98509449	1.6387394204916308
145	31	418	442	magenta	magenta	0.86786415	0.58754464	3.1016644000284663
146	31	469	604	magenta	magenta	6.07926594	4.11758195	2.9589126874123357
147	31	704	806	orange	blue	1.0901398	2.24547897	1.7685246357819309
148	32	353	578	orange	magenta	0.92553631	5.40891248	2.651269695127054
149	32	926	981	blue	blue	0.46774558	4.50950757	1.3781559840319504
150	34	29	235	green	green	0.02873242	0.36419481	2.91530187170538
151	34	360	361	orange	magenta	7.4971858	0.02579985	2.9218807330984364
152	34	686	700	blue	orange	0.74193046	12.30489476	1.31067154407729
153	34	804	958	blue	blue	1.25078558	0.90789882	1.037757655745184
154	35	22	59	orange	orange	7.83800888	2.94073463	2.4760278824048516
155	36	94	170	green	green	2.63638724	0.73169826	2.3899757563649606
156	36	733	769	blue	orange	0.81124927	2.51014683	1.303198275624048
157	36	749	962	blue	blue	8.67275594	0.14124167	1.2669680915697272
158	37	849	888	blue	blue	1.32714111	1.82805646	1.2533144502412137
159	40	390	942	magenta	blue	0.89431369	4.70576884	1.9218871801754203
160	41	743	845	orange	blue	4.58031288	1.21542109	1.6000826814177114
161	41	804	824	orange	blue	2.1586844	2.77967429	1.0478669325934664
162	43	88	790	green	blue	1.02844056	4.32945956	1.1746282737433524
163	43	723	980	blue	blue	0.0564062	0.20586443	0.7728908468428802
164	44	185	832	green	blue	0.12702528	1.08057684	0.7345814000533837
165	44	265	276	green	orange	0.11060494	8.52442874	1.892556021754349
166	45	344	536	magenta	magenta	0.69604706	5.46009327	2.3947679922277754
167	45	688	997	orange	blue	10.6860632	0.4987826	0.18504117203720194
168	47	136	138	orange	green	7.62883335	8.77593543	1.2118254450179797
169	47	407	512	magenta	magenta	1.64449581	1.19156249	1.1739821145148557
170	47	688	926	orange	orange	11.1848458	4.97725315	0.17285483957957398
171	47	690	777	blue	blue	4.06013208	1.53147872	0.20488654242266033
172	48	122	413	green	magenta	1.60535433	0.42707284	1.3657043791551158
173	48	383	458	magenta	magenta	0.2347197	0.43226727	1.2367569438928288
174	48	551	649	magenta	magenta	0.983357	2.26248138	1.6307711139385281
175	50	357	661	magenta	magenta	5.70767748	6.43987179	1.7196334737601258
176	50	511	532	magenta	magenta	3.5643892	2.59061186	1.240976503064222
177	51	152	288	green	green	1.08643707	0.0173023	1.097433524533078
178	51	441	580	orange	magenta	12.82801367	0.33116429	0.9919198457509664
179	51	772	906	blue	blue	0.03232513	0.20605777	0.08867633501675466
180	52	441	483	orange	magenta	13.15917796	2.96190889	0.7618093063810684
181	53	368	783	magenta	orange	0.37942864	4.09736418	0.24339903173521413
182	54	79	779	green	orange	1.68962289	2.13499459	0.11188078979985783
183	54	227	308	green	green	0.31626645	7.22543374	1.8858361409923337
184	54	440	677	magenta	orange	0.07730074	4.95811847	0.4343101917673573
185	54	559	636	magenta	magenta	1.69930941	1.44958846	0.48512876179996917
186	55	110	635	orange	magenta	0.61252927	3.41944696	0.26904223390950716
187	55	117	728	green	orange	1.90971433	3.14902191	0.35061440637302915
188	55	126	551	orange	orange	3.59221343	3.24583838	0.44561201510878307
189	55	156	412	green	magenta	2.32924916	2.64945375	0.4629149302497522
190	55	339	591	magenta	magenta	14.30840939	0.32289722	0.23785691414118443
191	55	685	821	blue	orange	1.41652829	2.10872705	0.6831080051941827
192	56	32	144	green	orange	1.4087048	16.49498478	0.15567407281396226
193	56	113	383	green	orange	5.53918082	0.66698697	0.7302420333462928
194	56	139	741	green	blue	0.65841623	0.18884406	0.6210876672214919
195	56	200	900	green	blue	0.40193122	2.07883382	0.9818656637882234
196	56	546	946	magenta	blue	1.31568233	1.76618374	0.606766797270944
197	57	424	799	orange	blue	3.33922895	1.58125135	0.5788881911383922
198	57	714	785	orange	blue	1.56783918	1.75594267	0.6537928009001533
199	58	310	991	green	blue	0.77695223	6.95327623	0.14902954014856729
200	58	354	726	magenta	blue	0.83217354	1.28535408	0.23426166735877443
201	58	416	808	magenta	blue	0.16597071	0.18937541	0.24912861627363855
202	58	550	652	magenta	magenta	0.93706716	1.13439879	0.8523422825726519
203	59	367	643	magenta	magenta	0.53669138	3.1709298	0.5344798774243367
204	59	843	978	orange	blue	5.10694212	3.9324256	0.18379418757339436
205	60	468	481	magenta	magenta	0.48372183	1.86093249	1.0457173263439348
206	60	778	984	blue	blue	5.27485181	6.33441428	0.31139714211263386
207	62	124	290	green	green	4.53733505	3.2549215	1.3751791264071596
208	63	402	654	magenta	magenta	0.22558219	0.77491409	1.392063937963648
209	64	428	687	magenta	orange	2.62456199	0.44250829	0.3218382233651872
210	65	155	789	green	orange	4.42767472	0.66457723	0.8355911304764694
211	67	732	802	blue	orange	0.59910836	2.66128815	1.3424609213576921
212	68	147	820	green	orange	2.6563052	2.8264881	1.1098800935813358
213	71	36	80	green	green	1.72841806	2.83602667	0.6653286371394079
214	73	25	289	orange	green	20.95861829	1.53069723	1.4131543909587791
215	73	597	843	orange	orange	3.42793734	9.03936772	2.086060572885629
216	80	227	535	orange	magenta	7.54170019	1.52994007	0.5447494138875674
217	86	7	447	green	orange	0.93961103	5.44208937	0.8785109613150486
218	86	494	920	magenta	blue	0.21194588	0.11263794	0.7773898318510174
219	87	684	913	orange	blue	22.007539	0.83717308	0.426250459340709
220	87	686	712	orange	orange	13.04682522	4.34450701	0.4347059778794367
221	89	230	755	green	blue	2.38581082	4.84111258	0.8004238691433126
222	90	99	201	green	green	0.39500909	1.17034079	1.7988897663999834
223	92	334	473	orange	magenta	9.28353452	1.93479176	0.7556053309118813
224	98	45	452	green	magenta	1.013128	1.63727578	0.44490071176608054
225	98	248	449	green	orange	1.93617881	6.87052283	0.6622055540419435
226	98	349	541	orange	magenta	1.96292916	0.08654652	1.642868656743874
227	99	707	908	orange	blue	2.85664857	0.37751542	0.5821475896646975
228	100	208	246	green	green	1.02673199	4.58011873	0.8286902109777158
229	102	63	411	green	magenta	1.67094208	0.53535928	0.6612003350850151
230	103	402	616	orange	magenta	1.00049629	1.04014857	0.5056780537358222
231	107	501	954	orange	blue	6.47020067	3.05717805	0.511351428102455
232	108	669	766	blue	blue	0.2486029	1.90632168	0.7706350306094112
233	110	98	155	green	orange	0.02632813	5.09225195	0.7355901933723717
234	119	339	686	orange	orange	14.63130661	17.39133223	0.7431920976095465
235	122	370	405	orange	magenta	5.24454472	0.66868975	0.40030667138595105
236	125	441	931	orange	blue	16.12108684	1.13101479	0.23025975594284623
237	128	41	215	orange	orange	2.13336755	1.98676768	0.878277603759514
238	134	51	349	orange	orange	1.78120411	2.04947568	0.6106605264751189
239	137	79	116	orange	green	3.82461748	1.49280073	0.4817600590277301
240	145	327	992	green	blue	3.10034273	5.11844126	1.430370427286474
241	148	387	787	magenta	blue	3.24816739	7.86174975	2.0492626522522133
242	148	501	696	orange	orange	9.52737872	4.53311696	0.892647431005455
243	158	528	771	magenta	blue	1.7197909	3.81089482	0.5171745568005063
244	160	12	849	green	orange	0.35518443	3.15519757	1.8893888943781887
245	167	216	429	green	magenta	0.86076121	3.5905207	0.534913656864227
246	169	597	730	orange	blue	12.46730507	2.43760706	0.7063032386326972
247	172	53	683	green	orange	0.62241299	9.56839373	0.52011460402837
248	172	255	672	green	blue	0.10771521	1.49375351	1.2633757900662725
249	174	9	202	orange	green	34.28336456	0.26094062	0.1160283745840337
250	174	681	836	blue	orange	0.03651708	2.70554586	0.8496468047386684
251	175	214	284	green	green	1.72158175	0.19346928	0.7789947900142143
252	177	62	428	green	orange	1.79699145	3.06707028	0.43265429321857946
253	181	812	875	blue	blue	2.01203055	0.17317831	1.0154515205586365
254	183	99	267	orange	green	1.56534988	2.98432482	0.8002276327035717
255	188	320	645	green	magenta	1.55670414	1.97746872	1.7372342959605873
256	192	2	378	orange	magenta	2.1147549	10.27930422	0.695378714112027
257	197	36	552	orange	magenta	4.56444472	0.9291535	1.0548609879027933
258	203	314	366	green	magenta	3.36472386	4.96700654	0.33600578155318683
259	203	480	896	magenta	blue	2.39222398	1.64327584	1.0017363923122666
260	212	370	669	orange	orange	5.91323447	2.15492459	0.3615638456979078
261	228	53	63	orange	orange	10.19080673	2.20630135	0.8092853087795442
262	229	81	441	orange	orange	10.45071929	17.25210163	0.28249772114858873
263	232	58	118	green	green	0.03943292	6.89700416	1.034890650967708
264	234	125	964	orange	blue	1.03342293	1.11612338	0.2141228726163479
265	237	47	756	orange	blue	10.01790839	0.95494512	0.28302651475837853
266	238	96	248	green	orange	4.51887149	8.80670164	1.2695851509261498
267	238	793	989	orange	blue	4.61843939	1.84068209	0.13717402470403384
268	241	180	957	green	blue	0.16698248	1.83779658	2.923385631284424
